problem,baseline,ex_affeq_direct_HW_efficient_n6,ex_affeq_direct_all_efficient_n6,ex_affeq_direct_conn_efficient_n6,ex_affeq_direct_n6,ex_affeq_direct_twoway_efficient_n6
0835_rand,0.008,1172.6,731.36,1658.49,1800.98,1878.47
0836_sat,0.017,56.79,102.06,1047.14,253.93,981.77
0837_rand,0.006999999999999999,1334.54,1443.57,1669.46,1733.36,1712.32
0838_sat,0.009000000000000001,339.36,120.72,96.66,752.73,772.92
0839_rand,0.006999999999999999,312.25,111.79,1677.95,1662.74,1702.01
0840_sat,0.009000000000000001,24.57,30.41,154.6,119.25,472.06
0841_rand,0.006,0.03,0.05,1219.25,1321.88,1516.76
0842_sat,0.011000000000000001,88.26,57.03,854.62,864.36,1427.59
0843_rand,0.006999999999999999,1212.46,727.02,2205.06,2407.19,2265.44
0844_sat,0.02,114.08,107.81,1032.1,406.68,1129.12
0845_rand,0.006,1346.93,806.03,2258.14,2731.59,2525.71
0846_sat,0.165,383.63,160.52,122.34,510.57,78.06
0847_rand,0.006,456.51,0.07,1376.33,998.84,951.22
0848_sat,0.045,283.35,226.03,255.58,765.65,389.82
0849_rand,0.006,1693.75,190.67,1931.69,2142.04,2874.79
0850_sat,0.028999999999999998,17.28,22.3,509.51,367.53,134.26
0851_rand,0.006,1035.4,716.58,1932.7,2358.37,1988.26
0852_sat,0.012,773.84,235.82,1266.51,1099.57,579.72
0853_rand,0.006,1142.71,860.12,1241.87,1555.64,1468.48
0854_sat,0.006,219.48,781.89,233.49,284.13,882.27
0855_rand,0.005,0.03,0.04,2346.4,2075.11,2859.41
0856_sat,0.012,476.79,31.83,491.73,1361.12,1431.56
0857_rand,0.005,0.02,0.05,688.66,753.81,609.83
0858_sat,0.048,512.58,787.13,209.72,139.42,684.84
0859_rand,0.006,1022.53,207.36,1434.17,1752.02,1787.26
0860_sat,0.01,27.54,638.08,941.31,704.97,1235.61
0861_rand,0.006,1232.36,617.48,2769.07,2300.82,3077.12
0862_sat,0.02,1423.18,647.51,1302.13,792.04,704.16
0863_rand,0.005,0.03,0.05,1410.07,1360.77,2295.82
0864_sat,0.21899999999999997,128.5,917.65,1675.74,583.53,696.23
0865_rand,0.005,0.03,0.05,1618.88,1136.38,1278.09
0866_sat,0.011000000000000001,547.24,674.8,149.32,1318.11,500.32
0867_rand,0.005,0.03,0.06,2281.62,1822.65,2876.5
0868_sat,0.006,578.99,171.07,266.41,429.96,940.68
0869_rand,0.005,0.03,0.06,536.49,544.91,526.85
0870_sat,0.013000000000000001,117.77,54.53,164.31,781.36,1010.42
0871_rand,0.006999999999999999,1271.69,862.41,2470.36,2655.7,
0872_sat,0.01,461.88,38.91,1696.63,1849.06,2324.26
0873_rand,0.006999999999999999,322.67,460.24,588.73,615.04,553.27
0874_sat,0.006,110.46,71.3,754.03,1206.84,806.39
0875_rand,0.006,1691.4,295.86,2082.86,2011.72,2000.47
0876_sat,0.017,168.38,256.35,1405.23,1360.48,1749.4
0877_rand,0.006999999999999999,697.58,187.9,791.51,886.48,818.61
0878_sat,0.018000000000000002,142.34,140.81,259.03,197.79,387.73
0879_rand,0.006,1371.69,221.84,,3247.16,2699.83
0880_sat,15.292,683.46,532.46,459.56,1966.24,81.57
0881_rand,0.006,154.95,168.15,364.81,413.12,402.1
0882_sat,0.012,189.91,342.55,338.96,717.93,227.16
0883_rand,0.005,0.04,0.05,2280.31,2160.61,
0884_sat,0.006,13.37,3.51,672.06,591.93,617.71
0885_rand,0.006999999999999999,1553.94,772.14,,2381.78,
0886_sat,0.008,313.89,465.0,789.27,606.15,289.68
0887_rand,0.006999999999999999,978.56,1088.8,1175.11,1219.05,1186.82
0888_sat,0.013000000000000001,575.73,664.18,1597.72,1543.52,1086.34
0889_rand,0.006,898.6,640.15,1348.45,1457.72,1546.11
0890_sat,0.006999999999999999,748.89,527.84,1285.23,413.17,2496.88
0891_rand,0.005,0.03,0.08,699.74,854.92,841.66
0892_sat,9.215,1019.78,2938.32,23.84,1497.08,381.03
0893_rand,0.006,1734.15,2728.67,3118.42,2306.33,
0894_sat,0.015,870.23,90.95,1359.6,712.09,1342.08
0895_rand,0.006,0.03,0.05,746.6,844.62,835.67
0896_sat,0.024,26.63,3.82,48.33,92.5,21.55
0897_rand,0.005,0.04,0.06,1185.7,1058.72,1397.45
0898_sat,0.013999999999999999,151.82,122.47,790.01,1010.12,963.93
0899_rand,0.006,0.03,0.1,1646.82,1531.23,1883.05
0900_sat,0.016,147.61,143.7,62.57,1107.44,909.97
0901_rand,0.006,2143.22,970.44,3452.41,,
0902_sat,0.019,193.29,243.22,1827.56,200.9,1311.37
0903_rand,0.006,1294.32,305.26,1857.2,2188.55,2796.71
0904_sat,0.009000000000000001,104.11,104.14,107.74,49.06,138.41
0905_rand,0.005,0.04,0.05,3221.68,2234.57,3243.75
0906_sat,0.099,1048.38,127.89,1915.61,195.85,1522.95
0907_rand,0.005,0.03,0.04,2649.85,2083.53,2361.04
0908_sat,0.99,653.52,606.84,1386.44,1330.08,415.83
0909_rand,0.006,529.75,29.56,1663.49,1293.04,1850.17
0910_sat,0.024,171.46,348.45,246.89,439.16,3008.69
0911_rand,0.006,0.03,0.06,1030.76,1325.99,1037.15
0912_sat,0.01,788.81,175.25,944.97,1268.13,1102.23
0913_rand,0.006999999999999999,797.8,725.89,1435.25,1532.96,1511.49
0914_sat,0.017,575.87,38.99,1703.77,1321.52,2149.19
0915_rand,0.005,0.03,0.05,3081.53,2594.5,
0916_sat,0.009000000000000001,15.85,70.61,846.24,1196.28,495.67
0917_rand,0.006,1680.93,959.07,2365.51,2187.71,
0918_sat,0.006999999999999999,681.72,642.8,904.58,221.61,961.37
0919_rand,0.006,1353.29,127.18,1539.77,1856.68,2898.99
0920_sat,0.009000000000000001,389.66,745.97,105.73,1659.19,1081.05
0921_rand,0.006,815.6,212.44,861.78,993.24,845.04
0922_sat,0.006999999999999999,604.32,1059.66,753.32,66.74,140.06
0923_rand,0.005,0.03,0.08,3441.66,,
0924_sat,0.017,1254.33,321.51,312.51,2780.82,550.02
0925_rand,0.005,0.03,0.05,2648.43,2458.69,
0926_sat,0.008,1560.41,281.78,867.73,822.45,846.72
0927_rand,0.005,0.03,0.1,1061.6,1446.2,
0928_sat,0.006,692.5,303.5,939.24,1016.5,312.68
0929_rand,0.006,1117.59,309.49,2051.94,1736.51,2547.35
0930_sat,0.006999999999999999,354.52,159.48,1129.51,76.84,946.61
0931_rand,0.006,1122.72,771.65,1307.94,1273.22,1704.1
0932_sat,0.006999999999999999,135.03,676.75,723.68,598.56,167.48
0933_rand,0.005,0.03,0.04,2685.62,,3049.49
0934_sat,0.006999999999999999,763.69,1346.02,1620.85,2075.71,974.18
0935_rand,0.006,415.74,97.34,743.35,1096.92,889.34
0936_sat,0.033,1584.27,110.55,1303.48,982.9,404.75
0937_rand,0.006,0.04,0.05,284.8,307.59,270.13
0938_sat,0.006999999999999999,824.39,1256.85,1627.04,1977.55,3123.98
0939_rand,0.006,885.44,19.06,1297.74,1204.28,1151.23
0940_sat,0.08800000000000001,165.82,300.37,281.03,287.42,175.97
0941_rand,0.006,0.03,0.05,1931.62,1726.49,
0942_sat,0.006999999999999999,853.01,150.79,1405.05,1786.88,2316.74
0943_rand,0.006,0.03,0.09,2066.26,1768.41,2427.55
0944_sat,0.006,586.24,207.94,776.09,1278.05,946.08
0945_rand,0.005,0.03,0.09,1260.57,1245.06,1320.11
0946_sat,0.07200000000000001,20.48,358.6,124.98,30.63,477.57
0947_rand,0.006,0.03,0.08,1326.86,1010.76,2227.85
0948_sat,0.006999999999999999,1075.91,1478.9,527.35,283.91,2152.06
0949_rand,0.005,0.03,0.06,1739.19,1872.65,1985.06
0950_sat,0.048,429.78,291.87,78.55,113.4,748.03
0951_rand,0.005,0.03,0.06,459.58,534.49,532.6
0952_sat,0.177,774.43,141.89,1187.49,1491.18,1820.3
0953_rand,0.005,0.03,0.06,762.81,671.16,632.45
0954_sat,0.008,541.96,726.97,1178.0,225.92,1315.71
0955_rand,0.006999999999999999,1856.2,976.25,2576.23,2287.36,
0956_sat,0.006999999999999999,178.94,1179.71,980.31,98.22,478.61
0957_rand,0.005,0.03,0.07,2435.34,2197.91,1604.73
0958_sat,0.009000000000000001,782.33,136.93,1074.31,296.34,311.86
0959_rand,0.005,0.03,0.1,844.23,756.82,1159.39
0960_sat,0.008,760.38,132.66,237.06,846.21,297.45
0961_rand,0.005,0.03,0.04,,2603.24,2465.67
0962_sat,0.574,323.52,70.26,700.38,12.61,165.29
0963_rand,0.005,0.03,0.04,887.35,970.11,1026.38
0964_sat,0.009000000000000001,540.44,253.24,242.05,1810.75,26.26
0965_rand,0.005,0.03,0.06,2265.45,2199.03,3445.51
0966_sat,0.042,109.35,238.42,455.18,10.18,165.49
0967_rand,0.005,0.03,0.05,410.16,386.97,364.24
0968_sat,0.006,772.44,280.24,1984.51,751.77,329.18
0969_rand,0.006,1206.29,1208.49,1489.72,1448.78,1810.02
0970_sat,0.008,21.35,75.32,92.71,109.72,89.46
0971_rand,0.006,1327.35,659.43,2553.42,1999.57,2297.25
0972_sat,0.006,343.53,208.87,46.11,98.49,1382.47
0973_rand,0.005,0.03,0.04,2153.65,2436.7,3018.45
0974_sat,0.006999999999999999,684.32,152.83,1592.82,1381.97,328.06
0975_rand,0.005,0.02,0.05,1394.43,1384.55,1926.39
0976_sat,0.008,114.94,73.87,288.96,636.44,372.99
0977_rand,0.004,0.03,0.08,1568.3,1965.07,2167.02
0978_sat,0.011000000000000001,26.6,165.23,682.66,368.36,379.33
0979_rand,0.005,0.02,0.07,984.89,1115.33,1403.12
0980_sat,0.008,604.71,143.78,1036.81,1322.32,2455.05
0981_rand,0.006,1115.62,1003.44,1515.61,1926.49,1425.27
0982_sat,0.006,453.34,62.89,111.59,24.61,780.62
0983_rand,0.004,0.03,0.07,1206.95,1172.28,1027.56
0984_sat,0.379,257.33,81.11,175.87,711.56,296.61
0985_rand,0.004,0.03,0.05,1180.83,1270.19,1301.98
0986_sat,0.013000000000000001,397.1,159.07,78.28,20.84,675.16
0987_rand,0.005,1242.7,717.39,1479.54,1641.75,2330.51
0988_sat,0.01,156.41,826.57,957.54,464.73,1195.29
0989_rand,0.004,0.03,0.06,3317.71,2456.32,2469.93
0990_sat,0.011000000000000001,163.9,901.68,1924.23,193.59,309.6
0991_rand,0.004,0.03,0.05,1791.13,2242.45,2809.99
0992_sat,0.008,145.18,88.12,115.71,161.01,156.56
0993_rand,0.004,0.03,0.06,1781.56,1535.23,2099.12
0994_sat,0.023,192.26,160.29,518.9,285.2,539.6
0995_rand,0.005,0.03,0.06,1978.41,2548.36,
0996_sat,0.026000000000000002,2039.5,15.88,2677.64,,2288.65
0997_rand,0.005,760.74,722.47,1488.46,1432.2,1317.5
0998_sat,0.012,132.22,78.36,390.14,242.58,143.1
0999_rand,0.005,8.77,7.23,127.95,130.04,120.69
1000_sat,0.071,946.94,163.85,2085.23,2490.89,1705.53
1001_rand,0.006,0.03,0.1,1370.91,1544.99,1906.95
1002_sat,0.015,237.83,269.36,1136.12,69.58,339.02
1003_rand,0.006999999999999999,699.31,139.01,2834.58,,
1004_sat,0.009000000000000001,428.46,57.36,308.92,962.41,1529.37
1005_rand,0.006,0.03,0.05,1217.93,1825.6,2344.0
1006_sat,0.174,618.89,414.82,546.62,1121.26,2292.49
1007_rand,0.006999999999999999,735.14,137.03,1051.39,1158.96,1400.27
1008_sat,0.012,664.93,436.68,840.91,306.7,474.26
1009_rand,0.006,0.03,0.04,1321.5,1418.53,2876.99
1010_sat,0.013999999999999999,159.18,23.63,434.34,1095.59,730.37
1011_rand,0.006,0.03,0.09,703.78,648.37,617.66
1012_sat,0.009000000000000001,711.32,418.62,214.4,741.08,1298.71
1013_rand,0.008,884.31,37.4,1321.08,1595.06,1419.81
1014_sat,0.017,1050.16,1699.46,2011.12,249.38,2394.4
1015_rand,0.006999999999999999,0.03,0.05,158.19,181.3,166.81
1016_sat,0.113,536.65,181.58,1890.06,1000.1,1771.49
1017_rand,0.006,0.03,0.07,1595.71,1243.14,1485.9
1018_sat,0.011000000000000001,1506.94,706.9,395.6,2199.99,544.62
1019_rand,0.008,1493.85,151.92,1832.42,1985.02,2575.21
1020_sat,0.025,255.32,177.97,668.57,15.65,1090.59
1021_rand,0.008,679.23,299.48,1231.53,1193.45,1378.45
1022_sat,0.006999999999999999,440.64,551.68,,2250.89,547.93
1023_rand,0.006,0.03,0.05,891.69,1013.57,875.18
1024_sat,0.013000000000000001,425.06,208.59,343.41,820.95,414.18
1025_rand,0.006,0.03,0.08,2040.89,2017.03,1676.73
1026_sat,0.03,858.61,931.19,462.74,270.7,1688.86
1027_rand,0.006,0.03,0.05,852.77,987.09,1004.13
1028_sat,0.012,583.23,62.91,779.65,577.52,315.47
1029_rand,0.006,0.03,0.04,,2841.27,2670.41
1030_sat,0.28300000000000003,313.06,62.29,315.96,46.54,629.86
1031_rand,0.006,0.03,0.05,1717.73,1894.86,2271.23
1032_sat,0.01,428.42,211.33,393.39,462.3,100.95
1033_rand,0.006999999999999999,809.12,943.0,1769.01,1342.92,1664.93
1034_sat,0.016,349.95,67.08,128.3,745.65,749.52
1035_rand,0.008,1611.82,214.38,2019.75,2086.4,3080.85
1036_sat,0.01,65.09,36.88,296.03,430.14,144.78
1037_rand,0.006999999999999999,1428.85,942.91,1706.27,2082.15,2687.7
1038_sat,0.022000000000000002,101.05,18.47,1122.1,1147.0,247.21
1039_rand,0.006999999999999999,0.03,0.04,2278.43,2873.3,2416.55
1040_sat,0.008,705.4,74.38,986.52,1066.59,1923.2
1041_rand,0.006,0.03,0.05,1219.97,1281.7,1203.11
1042_sat,0.062,639.08,480.35,980.69,259.76,644.5
1043_rand,0.006999999999999999,694.91,100.53,1574.88,1566.37,1972.99
1044_sat,0.009000000000000001,14.59,3.51,324.1,353.98,16.61
1045_rand,0.006,0.03,0.05,1627.89,1892.47,2786.03
1046_sat,0.011000000000000001,862.24,134.16,2353.46,622.97,1409.73
1047_rand,0.006,585.43,200.91,1240.95,1386.64,1217.28
1048_sat,0.011000000000000001,129.13,32.66,70.74,104.82,107.2
1049_rand,0.006,662.77,390.88,781.04,869.54,970.82
1050_sat,0.046,216.2,301.83,762.26,293.63,973.18
1051_rand,0.006,36.0,28.87,626.37,637.24,717.71
1052_sat,0.008,210.47,2236.23,390.79,83.95,277.16
1053_rand,0.005,0.03,0.07,1904.76,1811.69,2849.03
1054_sat,0.017,72.38,30.44,700.59,615.33,300.5
1055_rand,0.006,70.08,80.91,999.35,951.91,924.59
1056_sat,0.019,675.3,495.62,480.73,1165.79,642.12
1057_rand,0.006,336.03,325.66,1730.39,2764.56,2094.38
1058_sat,0.008,72.86,632.79,1940.44,2975.5,2478.45
1059_rand,0.006,123.61,168.68,1175.34,1193.08,1462.17
1060_sat,0.03,192.86,80.92,134.82,461.54,346.82
1061_rand,0.006,658.92,615.2,891.21,800.45,842.4
1062_sat,0.009000000000000001,584.83,603.36,653.33,585.98,429.37
1063_rand,0.006,433.76,427.49,608.27,773.52,723.74
1064_sat,0.055999999999999994,235.63,19.77,242.23,264.59,946.26
1065_rand,0.005,1385.42,920.68,2104.26,1431.34,1749.14
1066_sat,0.092,797.72,1462.63,1104.29,126.08,254.06
1067_rand,0.005,0.02,0.05,360.04,370.11,430.75
1068_sat,0.1,64.51,759.32,292.79,299.13,417.27
1069_rand,0.005,1227.16,890.35,1924.73,2130.78,1947.76
1070_sat,0.018000000000000002,119.58,189.7,2627.77,1032.95,1915.05
1071_rand,0.006,1092.23,514.28,1714.42,2367.95,2455.68
1072_sat,0.01,847.08,18.42,1936.19,1542.34,1374.06
1073_rand,0.006,0.03,0.06,1238.31,1014.43,1140.89
1074_sat,0.008,321.23,660.02,141.08,815.82,996.26
1075_rand,0.005,0.03,0.04,1238.85,1032.18,1399.55
1076_sat,0.016,13.84,50.42,17.75,14.44,21.41
1077_rand,0.006,1438.95,1093.77,2490.05,2087.09,2745.67
1078_sat,0.012,447.18,590.36,1034.18,1086.24,392.53
1079_rand,0.006,386.17,422.73,513.38,567.02,660.8
1080_sat,0.021,134.04,197.59,226.44,134.14,1919.5
1081_rand,0.005,846.0,1029.72,1331.78,1303.06,2072.95
1082_sat,0.009000000000000001,669.58,144.72,352.73,1109.31,1543.86
1083_rand,0.006,0.03,0.07,636.27,546.71,628.55
1084_sat,0.024,59.45,17.11,20.5,14.35,40.88
1085_rand,0.005,973.34,643.92,2333.75,2103.42,2334.13
1086_sat,0.009000000000000001,480.4,403.33,51.15,1164.99,1635.94
1087_rand,0.006999999999999999,1118.3,0.02,2185.23,2551.25,
1088_sat,0.011000000000000001,21.46,27.68,364.8,410.4,302.15
1089_rand,0.006,772.59,825.27,976.23,974.59,1196.31
1090_sat,0.006999999999999999,1323.54,137.98,1851.25,2117.2,2619.21
1091_rand,0.005,0.03,0.05,1051.36,1036.74,1168.6
1092_sat,0.013000000000000001,150.83,124.24,1099.2,1198.78,608.44
1093_rand,0.006,170.22,161.91,291.95,337.28,319.6
1094_sat,0.006999999999999999,328.97,89.55,1077.77,897.85,1379.58
1095_rand,0.006,0.03,0.06,1963.92,2072.02,2568.4
1096_sat,0.057999999999999996,494.33,255.18,903.54,667.51,526.16
1097_rand,0.005,0.03,0.04,1470.71,1670.73,1715.36
1098_sat,0.006,140.77,333.43,295.36,328.52,195.51
1099_rand,0.005,410.22,300.5,533.76,550.42,510.45
1100_sat,0.006,250.84,701.76,897.01,803.64,1459.77
1101_rand,0.006,745.76,959.84,1532.88,1697.77,1499.08
1102_sat,0.032,141.72,18.3,257.95,69.6,287.4
1103_rand,0.006,432.12,403.59,545.93,493.76,523.22
1104_sat,0.006,212.31,480.82,339.19,1042.3,338.8
1105_rand,0.006,434.09,436.28,2545.1,2345.0,
1106_sat,0.013999999999999999,303.14,29.55,522.75,1062.12,746.11
1107_rand,0.006,678.48,703.47,1347.03,1324.11,1762.28
1108_sat,0.013000000000000001,189.41,305.29,964.0,109.69,134.86
1109_rand,0.005,0.03,0.06,751.52,992.83,1039.88
1110_sat,0.009000000000000001,120.14,136.46,54.13,615.36,1404.08
1111_rand,0.006,850.72,0.04,1633.22,1309.98,1259.02
1112_sat,4.626,70.49,47.86,171.08,32.05,89.87
1113_rand,0.005,0.03,0.05,941.88,1029.05,981.03
1114_sat,0.008,1390.3,466.01,1212.86,1301.77,913.26
1115_rand,0.005,1254.33,604.44,1593.73,1785.8,1877.99
1116_sat,0.006,211.63,212.63,262.57,234.62,32.22
1117_rand,0.005,0.02,0.08,783.29,631.48,641.76
1118_sat,0.102,375.95,1030.76,1801.4,147.51,3227.52
1119_rand,0.005,0.03,0.05,1495.13,2956.55,2710.28
1120_sat,0.021,760.4,847.33,533.76,376.47,89.09
1121_rand,0.005,152.07,234.64,364.24,415.69,393.0
1122_sat,0.01,165.52,625.64,645.18,25.94,1163.55
1123_rand,0.005,0.02,0.04,2756.41,2765.73,2042.13
1124_sat,0.01,769.58,454.11,1029.3,96.91,2199.96
1125_rand,0.006999999999999999,650.29,196.25,863.29,723.55,930.57
1126_sat,0.062,43.21,579.06,973.89,792.87,948.19
1127_rand,0.005,0.03,0.08,,2704.13,
1128_sat,0.008,696.16,1160.48,811.98,175.08,1575.32
1129_rand,0.005,0.03,0.05,1167.92,1180.19,1502.74
1130_sat,0.013999999999999999,104.18,237.32,360.26,814.64,562.57
1131_rand,0.006,154.5,198.39,1864.87,2133.48,2610.9
1132_sat,0.022000000000000002,628.03,325.72,438.96,182.37,1064.07
1133_rand,0.006999999999999999,774.15,741.2,1609.81,1389.1,2531.55
1134_sat,0.017,904.63,1521.56,2041.19,590.48,1021.35
1135_rand,0.006999999999999999,1259.28,619.29,1989.37,2064.44,2809.94
1136_sat,2.983,16.61,117.07,80.06,25.64,98.25
1137_rand,0.006999999999999999,1123.56,899.91,1203.08,1238.19,1735.37
1138_sat,0.01,1400.28,13.3,1033.03,199.96,1248.22
1139_rand,0.006,0.04,0.09,729.21,777.85,760.99
1140_sat,0.011000000000000001,252.03,269.64,1216.53,930.33,146.56
1141_rand,0.006,0.03,0.08,1463.64,1501.44,1502.73
1142_sat,0.012,435.97,254.64,1252.99,725.31,698.52
1143_rand,0.006,0.03,0.05,1765.98,1645.69,2190.47
1144_sat,0.008,409.29,999.01,15.54,203.3,968.08
1145_rand,0.006,0.03,0.09,2337.47,1922.46,2487.16
1146_sat,0.063,301.33,17.17,2109.16,749.5,1688.15
1147_rand,0.006999999999999999,382.39,105.78,549.93,581.48,641.17
1148_sat,0.012,496.3,997.47,54.13,814.14,66.5
1149_rand,0.006999999999999999,1608.28,1250.48,2503.77,2309.63,2293.16
1150_sat,0.013000000000000001,27.74,27.42,270.81,496.25,339.04
1151_rand,0.006,618.12,620.67,881.24,857.47,906.73
1152_sat,0.008,250.52,181.98,2028.0,914.31,87.83
1153_rand,0.005,0.03,0.06,2212.59,2474.97,
1154_sat,0.040999999999999995,1542.14,1417.87,1736.65,312.58,602.06
1155_rand,0.005,0.03,0.05,1418.15,1712.87,1985.21
1156_sat,0.01,415.2,612.21,1896.16,1463.14,140.18
1157_rand,0.005,0.03,0.03,1687.57,1473.06,2042.95
1158_sat,0.006999999999999999,18.67,27.51,285.67,434.48,760.91
1159_rand,0.006,147.35,132.8,483.7,516.74,432.45
1160_sat,0.017,786.38,112.3,278.42,970.59,731.91
1161_rand,0.006,1334.62,718.63,2048.26,1630.59,2605.68
1162_sat,0.021,70.37,65.86,121.2,110.26,430.62
1163_rand,0.006,778.29,536.07,1608.01,1351.61,1641.66
1164_sat,0.006,30.56,637.4,836.47,952.98,975.79
1165_rand,0.005,0.03,0.05,1676.38,1863.93,2098.24
1166_sat,0.008,536.27,156.6,121.28,423.48,566.2
1167_rand,0.006,1623.8,1362.57,2039.99,2146.8,2068.7
1168_sat,0.03,866.85,1057.36,853.24,466.51,1348.81
1169_rand,0.005,0.03,0.05,2613.65,2123.15,2600.44
1170_sat,0.009000000000000001,1088.57,185.92,1424.02,327.93,1037.51
1171_rand,0.006,0.03,0.04,857.35,925.38,1047.48
1172_sat,0.026000000000000002,715.64,761.46,148.64,1342.67,1584.86
1173_rand,0.006,995.43,1007.51,1581.41,1904.52,2115.98
1174_sat,0.006999999999999999,736.82,196.04,12.1,1236.12,794.09
1175_rand,0.006,1348.95,1704.09,2117.3,2373.01,3000.48
1176_sat,0.008,127.0,54.69,834.81,125.6,292.78
1177_rand,0.005,0.03,0.04,743.15,711.19,761.74
1178_sat,0.005,428.76,513.61,1720.78,269.5,1471.02
1179_rand,0.005,1485.09,1259.33,1885.32,2445.69,2970.73
1180_sat,0.016,413.1,740.33,277.96,510.72,650.37
1181_rand,0.006,895.96,140.89,2253.01,1675.98,3293.97
1182_sat,0.012,407.41,475.39,507.9,1164.95,649.36
1183_rand,0.004,0.03,0.09,2492.64,3178.0,1989.65
1184_sat,0.006,583.72,224.32,275.34,979.64,1134.38
1185_rand,0.004,0.03,0.04,1019.31,1000.15,1080.03
1186_sat,0.009000000000000001,715.49,356.25,344.74,857.71,154.7
1187_rand,0.004,0.03,0.04,607.84,947.39,660.8
1188_sat,0.006,407.33,603.95,1213.3,600.56,1109.53
1189_rand,0.006,212.71,254.3,314.03,317.41,350.2
1190_sat,0.008,281.94,171.25,833.04,637.11,830.94
1191_rand,0.004,0.03,0.09,1094.8,1471.47,1184.99
1192_sat,0.023,386.92,494.73,709.78,87.83,338.62
1193_rand,0.005,79.05,52.78,950.13,1020.19,1195.36
1194_sat,0.013000000000000001,723.05,74.94,829.3,464.63,729.19
1195_rand,0.004,0.03,0.04,2404.9,2678.92,
1196_sat,0.006999999999999999,314.82,79.38,2063.67,400.66,1452.07
1197_rand,0.006,1599.72,692.68,2264.14,1915.92,1657.32
1198_sat,0.006,340.66,163.78,1429.89,781.32,148.16
1199_rand,0.004,0.02,0.06,1279.01,1100.06,1483.63
1200_sat,0.011000000000000001,391.41,285.2,651.17,38.12,527.94
1201_rand,0.006999999999999999,765.7,322.71,1240.9,1209.09,1545.69
1202_sat,0.008,1178.91,462.57,804.7,1241.2,608.92
1203_rand,0.006,0.02,0.07,1617.46,1293.79,1693.84
1204_sat,0.013000000000000001,100.33,968.34,801.01,432.82,203.91
1205_rand,0.006999999999999999,0.03,0.07,1129.62,855.27,1656.19
1206_sat,0.5820000000000001,281.9,14.65,392.13,1377.74,1850.28
1207_rand,0.006999999999999999,0.03,0.04,900.11,932.05,1007.01
1208_sat,0.013999999999999999,163.31,725.81,355.71,372.16,409.95
1209_rand,0.006,0.03,0.08,1201.51,946.69,1169.22
1210_sat,0.016,57.31,100.54,81.57,359.37,221.47
1211_rand,0.006,0.03,0.08,1657.38,2398.63,
1212_sat,0.013999999999999999,14.31,2.71,194.89,68.21,136.65
1213_rand,0.006999999999999999,514.65,826.02,580.94,680.15,691.02
1214_sat,0.654,757.07,385.22,1984.14,218.18,1973.0
1215_rand,0.005,0.04,0.06,1752.04,1979.44,1843.37
1216_sat,0.006999999999999999,2087.6,1311.82,2534.61,139.29,1812.05
1217_rand,0.006,518.2,500.84,1092.07,1086.52,1198.51
1218_sat,0.033,578.74,116.98,855.47,816.28,915.78
1219_rand,0.006999999999999999,104.28,112.21,2013.94,1640.77,1704.14
1220_sat,0.406,149.66,699.14,1141.34,1737.22,889.91
1221_rand,0.006,0.03,0.1,1881.77,1836.4,2147.99
1222_sat,0.042,256.64,222.08,584.97,170.05,191.4
1223_rand,0.006999999999999999,850.16,826.49,1634.44,1576.3,2202.15
1224_sat,0.009000000000000001,275.99,126.99,951.1,73.94,470.13
1225_rand,0.006999999999999999,191.16,257.9,790.89,820.13,873.79
1226_sat,0.017,479.58,425.48,281.95,556.12,656.09
1227_rand,0.006999999999999999,523.66,519.8,745.63,974.54,1240.96
1228_sat,0.871,297.66,454.93,79.08,718.11,567.33
1229_rand,0.006999999999999999,0.03,0.05,1842.3,1667.15,2353.97
1230_sat,0.011000000000000001,355.07,501.08,182.96,67.62,590.66
1231_rand,0.006,0.03,0.03,1673.37,1337.77,1327.09
1232_sat,0.40299999999999997,2.67,33.7,103.2,196.17,1022.82
1233_rand,0.006999999999999999,0.04,0.07,1746.34,1884.01,1715.76
1234_sat,0.153,235.7,241.03,472.18,304.67,333.5
1235_rand,0.006999999999999999,0.03,0.03,831.6,881.33,953.79
1236_sat,0.051,495.89,790.7,426.87,1897.45,1179.3
1237_rand,0.008,1889.66,28.78,2511.5,1840.53,3197.21
1238_sat,0.009000000000000001,850.05,265.27,1112.07,1370.71,2342.39
1239_rand,0.005,0.03,0.04,1240.72,1247.04,1341.11
1240_sat,0.237,18.95,20.3,120.19,362.51,89.83
1241_rand,0.006,0.03,0.08,1993.67,2791.01,
1242_sat,0.027999999999999997,1017.07,800.79,380.56,2619.21,248.46
1243_rand,0.006,0.03,0.05,516.69,608.34,389.05
1244_sat,0.006,488.55,614.97,1585.18,2136.27,2157.48
1245_rand,0.006,0.03,0.05,772.08,878.44,824.21
1246_sat,0.013000000000000001,587.85,1162.09,1343.71,747.17,1045.09
1247_rand,0.006,424.56,181.97,1014.02,854.9,976.61
1248_sat,0.02,599.37,1019.6,1676.28,931.74,935.22
1249_rand,0.006,1231.59,664.15,1414.92,1726.22,2236.25
1250_sat,0.008,63.54,40.79,725.97,259.12,95.5
1251_rand,0.005,0.03,0.05,2159.81,,2583.81
1252_sat,0.015,132.0,1158.39,774.5,2945.8,830.65
1253_rand,0.005,0.03,0.06,1084.57,980.51,1024.64
1254_sat,0.039,546.9,205.8,368.77,132.27,102.13
1255_rand,0.005,0.03,0.05,633.64,759.46,915.9
1256_sat,0.008,497.77,343.16,226.44,513.78,661.93
1257_rand,0.004,0.03,0.04,1629.5,1653.55,1668.28
